Gene,Macaque gene name,Mouse gene name
GPRC5C,GPRC5C,Gprc5c
CD300A,CD300A,Cd300a
CD300LB,CD300LB,Cd300lb
CD300C,CD300C,Cd300c2
CD300C,CD300C,Cd300c
C17orf77,NA,NA
CD300E,CD300E,Cd300e
RAB37,RAB37,Rab37
CTD-2006K23.2,NA,NA
CD300LF,CD300LF,Cd300ld3
CD300LF,CD300LF,Cd300ld2
CD300LF,CD300LF,Cd300ld5
CD300LF,CD300LF,Cd300ld
CD300LF,CD300LF,Cd300lf
CD300LF,CD300LF,Cd300ld4
RP11-452I5.2,NA,NA
SLC9A3R1,SLC9A3R1,Slc9a3r1
"NAT9","NAT9",Nat9
TMEM104,TMEM104,Tmem104
GRIN2C,GRIN2C,Grin2c
FDXR,FDXR,NA
FADS6,Fads6,NA
OTOP2,OTOP2,Otop2
OTOP3,OTOP3,Otop3
HID1,HID1,Hid1
HID1-AS1,NA,NA
CDR2L,CDR2L,Cdr2l
ICT1,NA,NA
KCTD2,KCTD2,Kctd2
ATP5H,NA,NA
SLC16A5,SLC16A5,Slc16a5
ARMC7,ARMC7,Armc7
NT5C,NT5C,Nt5c
HN1,NA,NA
SUMO2,Sumo2,NA
NUP85,NUP85,Nup85
GGA3,GGA3,Gga3
MRPS7,MRPS7,Mrps7
MIF4GD,Mif4gd,NA
RP11-649A18.12,NA,NA
SLC25A19,SLC25A19,Slc25a19
GRB2,GRB2,Grb2
RP11-16C1.3,NA,NA
RP11-16C1.1,NA,NA
TMEM94,TMEM94,Tmem94
CASKIN2,CASKIN2,Caskin2
TSEN54,TSEN54,Tsen54
LLGL2,LLGL2,Llgl2
MYO15B,Myo15b,NA
MYO15B,Myo15b,NA
RECQL5,RECQL5,Recql5
SMIM5,SMIM5,Smim5
SMIM6,NA,NA
SAP30BP,SAP30BP,Sap30bp
RP11-474I11.8,NA,NA
RP11-474I11.7,NA,NA
ITGB4,ITGB4,Itgb4
GALK1,GALK1,Galk1
H3F3B,NA,NA
UNK,UNK,Unk
UNC13D,UNC13D,Unc13d
WBP2,WBP2,Wbp2
TRIM47,TRIM47,Trim47
RP11-552F3.9,NA,NA
TRIM65,TRIM65,Trim65
RP11-552F3.10,NA,NA
MRPL38,MRPL38,Mrpl38
RP11-552F3.12,NA,NA
FBF1,FBF1,Fbf1
ACOX1,ACOX1,Acox1
RP11-552F3.13,NA,NA
TEN1,TEN1,Ten1
TEN1-CDK3,NA,NA
EVPL,EVPL,Evpl
SRP68,SRP68,Srp68
ZACN,ZACN,NA
GALR2,GALR2,Galr2
EXOC7,EXOC7,Exoc7
FOXJ1,FOXJ1,Foxj1
RP11-449J21.5,NA,NA
RNF157,RNF157,Rnf157
UBALD2,UBALD2,Ubald2
QRICH2,QRICH2,Qrich2
PRPSAP1,PRPSAP1,Prpsap1
SPHK1,SPHK1,Sphk1
UBE2O,UBE2O,Ube2o
AANAT,AANAT,Aanat
RHBDF2,RHBDF2,Rhbdf2
CYGB,CYGB,Cygb
PRCD,PRCD,NA
RP11-666A8.8,NA,NA
ST6GALNAC2,ST6GALNAC2,St6galnac2
ST6GALNAC1,ST6GALNAC1,St6galnac1
RP11-318A15.2,NA,NA
MXRA7,NA,NA
RP11-318A15.8,NA,NA
JMJD6,JMJD6,Jmjd6
METTL23,METTL23,Mettl23
RP11-318A15.7,NA,NA
SRSF2,SRSF2,Srsf2
MFSD11,MFSD11,Mfsd11
CTD-2246P4.1,NA,NA
LINC00868,NA,NA
MGAT5B,MGAT5B,Mgat5b
SEC14L1,SEC14L1,Sec14l1
RP11-285E9.6,NA,NA
SEPT9,NA,NA
RP11-936I5.1,NA,NA
FLJ45079,NA,NA
TNRC6C,TNRC6C,Tnrc6c
TMC6,TMC6,Tmc6
TMC8,TMC8,Tmc8
C17orf99,C16H17orf99,6030468B19Rik
SYNGR2,SYNGR2,Syngr2
TK1,TK1,Tk1
AFMID,AFMID,Afmid
BIRC5,Birc5,NA
BIRC5,Birc5,NA
RP11-219G17.4,NA,NA
AC061992.2,NA,NA
SOCS3,SOCS3,Socs3
RP11-806H10.4,NA,NA
PGS1,PGS1,Pgs1
DNAH17,Dnah17,NA
CTD-2357A8.3,NA,NA
CYTH1,CYTH1,Cyth1
USP36,USP36,Usp36
TIMP2,TIMP2,Timp2
RP11-323N12.5,NA,NA
CEP295NL,Cep295nl,NA
CTD-2373H9.5,NA,NA
LGALS3BP,LGALS3BP,Lgals3bp
CANT1,CANT1,Cant1
C1QTNF1-AS1,NA,NA
C1QTNF1,C1QTNF1,C1qtnf1
ENGASE,ENGASE,Engase
RBFOX3,RBFOX3,Rbfox3
RP11-398J5.1,NA,NA
HP09025,NA,NA
CBX2,CBX2,Cbx2
CBX8,CBX8,Cbx8
RP11-353N14.1,NA,NA
RP11-353N14.2,NA,NA
CBX4,CBX4,Cbx4
RP11-353N14.5,NA,NA
RP11-353N14.4,NA,NA
TBC1D16,TBC1D16,Tbc1d16
RP11-353N14.7,NA,NA
CTD-2529O21.2,NA,NA
CCDC40,Ccdc40,NA
GAA,GAA,Gaa
EIF4A3,EIF4A3,Eif4a3l1
EIF4A3,EIF4A3,Eif4a3l2
EIF4A3,EIF4A3,Eif4a3
RP11-334C17.6,NA,NA
CARD14,CARD14,Card14
RP11-334C17.5,NA,NA
SGSH,SGSH,Sgsh
SLC26A11,SLC26A11,Slc26a11
RNF213,RNF213,Rnf213
CTD-2047H16.5,NA,NA
CTD-2047H16.4,NA,NA
ENDOV,Endov,NA
CTD-2526A2.2,NA,NA
NPTX1,NPTX1,Nptx1
RPTOR,RPTOR,Rptor
RP11-28G8.1,NA,NA
CTD-2561B21.5,NA,NA
CHMP6,CHMP6,Chmp6
CTD-2561B21.7,NA,NA
CTD-2561B21.11,NA,NA
BAIAP2-AS1,NA,NA
BAIAP2,BAIAP2,Baiap2
AATK,AATK,Aatk
AATK-AS1,NA,NA
CEP131,CEP131,Cep131
ENTHD2,NA,NA
AC027601.1,NA,NA
C17orf89,NA,NA
SLC38A10,SLC38A10,Slc38a10
RP11-455O6.8,NA,NA
LINC00482,NA,NA
TMEM105,NA,NA
RP11-455O6.9,NA,NA
RP11-1055B8.9,NA,NA
RP11-1055B8.2,NA,NA
RP11-1055B8.3,NA,NA
RP11-1055B8.10,NA,NA
RP11-1055B8.4,NA,NA
BAHCC1,BAHCC1,Bahcc1
RP13-766D20.4,NA,NA
ACTG1,ACTG1,Actg1
RP13-766D20.2,NA,NA
FSCN2,FSCN2,Fscn2
FAAP100,FAAP100,Faap100
NPLOC4,NPLOC4,Nploc4
TSPAN10,TSPAN10,Tspan10
PDE6G,PDE6G,Pde6g
OXLD1,OXLD1,Oxld1
CCDC137,CCDC137,Ccdc137
ARL16,ARL16,Arl16
HGS,HGS,Hgs
RP13-1032I1.11,NA,NA
RP13-1032I1.7,NA,NA
MRPL12,Mrpl12,NA
SLC25A10,SLC25A10,Slc25a10
GCGR,NA,NA
GCGR,GCGR,Gcgr
FAM195B,NA,NA
PPP1R27,NA,NA
PPP1R27,PPP1R27,Ppp1r27
P4HB,P4HB,P4hb
RP11-498C9.2,NA,NA
RP11-498C9.3,NA,NA
ARHGDIA,ARHGDIA,Arhgdia
RP11-498C9.15,NA,NA
RP11-498C9.16,NA,NA
ALYREF,ALYREF,Alyref
ALYREF,ALYREF,Gm4302
ALYREF,ALYREF,Gm4312
ALYREF,ALYREF,Alyref2
ALYREF,ALYREF,Gm4301
ALYREF,ALYREF,Gm8764
ALYREF,ALYREF,4931428L18Rik
ALYREF,ALYREF,Gm4303
ALYREF,ALYREF,Gm21312
ALYREF,ALYREF,Gm4308
ALYREF,ALYREF,Gm4307
ALYREF,ALYREF,Gm4340
ALYREF,ALYREF,Gm21304
ALYREF,ALYREF,Gm6489
ALYREF,ALYREF,Gm21293
ALYREF,ALYREF,Gm6763
ALYREF,ALYREF,Gm20765
ALYREF,ALYREF,Gm5698
ALYREF,ALYREF,Gm4305
ANAPC11,Anapc11,NA
NPB,NPB,Npb
PCYT2,PCYT2,Pcyt2
SIRT7,SIRT7,Sirt7
MAFG,MAFG,Mafg
MAFG-AS1,NA,NA
PYCR1,PYCR1,Pycr1
RP11-498C9.13,NA,NA
MYADML2,MYADML2,Myadml2
AC137723.5,NA,NA
NOTUM,NOTUM,Notum
RP11-498C9.17,NA,NA
ASPSCR1,ASPSCR1,Aspscr1
STRA13,NA,NA
LRRC45,LRRC45,Lrrc45
RAC3,RAC3,Rac3
DCXR,DCXR,Dcxr
RP13-650J16.1,NA,NA
RFNG,RFNG,Rfng
GPS1,GPS1,Gps1
DUS1L,DUS1L,Dus1l
FASN,FASN,Fasn
CCDC57,CCDC57,Ccdc57
RP11-1376P16.1,NA,NA
RP13-516M14.2,NA,NA
SLC16A3,SLC16A3,Slc16a3
CSNK1D,CSNK1D,Csnk1d
RP13-516M14.10,NA,NA
RP13-516M14.4,NA,NA
RP13-516M14.1,NA,NA
CD7,CD7,Cd7
SECTM1,Sectm1b,NA
SECTM1,Sectm1a,NA
TEX19,TEX19,Tex19.1
TEX19,TEX19,Tex19.2
RP13-20L14.1,NA,NA
OGFOD3,OGFOD3,Ogfod3
HEXDC,NA,NA
C17orf62,NA,NA
RP13-20L14.6,NA,NA
"NARF","NARF",Narf
RP13-991F5.2,NA,NA
FOXK2,FOXK2,Foxk2
RP13-638C3.3,NA,NA
RP13-638C3.4,NA,NA
WDR45B,WDR45B,Wdr45b
WDR45B,Wdr45b,NA
RAB40B,RAB40B,Rab40b
RP11-388C12.1,NA,NA
FN3KRP,FN3KRP,Fn3krp
FN3K,FN3K,Fn3k
TBCD,NA,NA
TBCD,TBCD,Tbcd
ZNF750,ZNF750,Zfp750
RP11-497H17.1,NA,NA
B3GNTL1,NA,NA
B3GNTL1,B3gntl1,NA
RP11-1197K16.2,NA,NA
METRNL,NA,NA
METRNL,METRNL,Metrnl
AC144831.3,NA,NA
AC144831.1,NA,NA
AC139099.5,NA,NA
RP11-683L23.7,NA,NA
USP14,USP14,Usp14
THOC1,THOC1,Thoc1
RP11-705O1.8,NA,NA
RP11-720L2.4,NA,NA
COLEC12,COLEC12,Colec12
CLUL1,CLUL1,NA
RP11-806L2.2,NA,NA
TYMS,TYMS,Tyms
ENOSF1,ENOSF1,NA
RP11-806L2.6,NA,NA
YES1,YES1,Yes1
RP11-769O8.1,NA,NA
RP11-769O8.2,NA,NA
RP11-672L10.6,NA,NA
RP11-672L10.3,NA,NA
ADCYAP1,ADCYAP1,Adcyap1
RP11-672L10.1,NA,NA
RP11-689C9.1,NA,NA
RP11-78F17.1,NA,NA
LINC00470,NA,NA
RP11-161I6.2,NA,NA
METTL4,METTL4,Mettl4
NDC80,NDC80,Ndc80
SMCHD1,SMCHD1,Smchd1
EMILIN2,EMILIN2,Emilin2
LPIN2,LPIN2,Lpin2
RP11-737O24.5,NA,NA
RP11-737O24.2,NA,NA
RP11-737O24.1,NA,NA
MYOM1,MYOM1,Myom1
RP13-270P17.2,NA,NA
RP13-270P17.3,NA,NA
MYL12A,MYL12A,NA
RP13-270P17.1,NA,NA
MYL12B,MYL12A,Myl12b
IGLJCOR18,NA,NA
TGIF1,TGIF1,Tgif1
GAPLINC,NA,NA
DLGAP1,DLGAP1,Dlgap1
DLGAP1-AS1,NA,NA
DLGAP1-AS2,NA,NA
RP11-874J12.4,NA,NA
C18orf42,NA,NA
RP11-835E18.5,NA,NA
LINC00526,NA,NA
LINC00667,NA,NA
ZBTB14,ZBTB14,Zbtb14
CTD-3096M3.1,NA,NA
CTD-3096M3.2,NA,NA
EPB41L3,EPB41L3,Epb41l3
RP11-286N3.1,NA,NA
RP11-286N3.2,NA,NA
TMEM200C,TMEM200C,Tmem200c
L3MBTL4,L3MBTL4,L3mbtl4
L3MBTL4-AS1,NA,NA
RP11-91I8.3,NA,NA
ARHGAP28,ARHGAP28,Arhgap28
LINC00668,NA,NA
LAMA1,Lama1,NA
PTPRM,PTPRM,Ptprm
RP11-678G15.2,NA,NA
RP11-789C17.3,NA,NA
RAB12,RAB12,Rab12
RP11-661O13.1,NA,NA
GACAT2,NA,NA
MTCL1,MTCL1,Mtcl1
NDUFV2,Ndufv2,NA
RP11-143J12.3,NA,NA
NDUFV2-AS1,NA,NA
ANKRD12,ANKRD12,Ankrd12
RP11-888D10.3,NA,NA
TWSG1,TWSG1,Twsg1
RP11-61L19.2,NA,NA
RALBP1,RALBP1,Ralbp1
PPP4R1,PPP4R1,Ppp4r1
RP11-881L2.1,NA,NA
PPP4R1-AS1,NA,NA
RAB31,RAB31,Rab31
TXNDC2,TXNDC2,Txndc2
RP11-474N24.6,NA,NA
VAPA,VAPA,Vapa
RP11-419J16.1,NA,NA
LINC01254,NA,NA
APCDD1,APCDD1,Apcdd1
"NAPG","NAPG",Napg
RP11-883A18.3,NA,NA
RP11-856M7.6,NA,NA
PIEZO2,PIEZO2,Piezo2
GNAL,GNAL,Gnal
CHMP1B,Chmp1b,NA
RP11-78A19.3,NA,NA
RP11-78A19.4,NA,NA
MPPE1,MPPE1,Mppe1
RP11-820I16.4,NA,NA
RP11-820I16.1,NA,NA
IMPA2,IMPA2,Impa2
RP11-820I16.3,NA,NA
ANKRD62,ANKRD62,Ccdc144b
RP11-64C12.6,NA,NA
CIDEA,CIDEA,Cidea
TUBB6,TUBB6,Tubb6
AFG3L2,AFG3L2,Afg3l2
PRELID3A,PRELID3A,Prelid3a
RP11-861E21.2,NA,NA
SPIRE1,SPIRE1,Spire1
PSMG2,Psmg2,NA
PSMG2,Psmg2,NA
CEP76,CEP76,Cep76
RP11-973H7.1,NA,NA
PTPN2,PTPN2,Ptpn2
SEH1L,Seh1l,NA
RP11-773H22.4,NA,NA
CEP192,CEP192,Cep192
RP11-794M8.1,NA,NA
LDLRAD4,LDLRAD4,Ldlrad4
LDLRAD4-AS1,NA,NA
RP11-691H4.4,NA,NA
RP11-53B2.5,NA,NA
RP11-53B2.3,NA,NA
RP11-701H16.4,NA,NA
FAM210A,Fam210a,NA
FAM210A,Fam210a,NA
RNMT,RNMT,Rnmt
MC2R,Mc2r,NA
ZNF519,NA,NA
CYP4F35P,NA,NA
CYP4F35P,NA,NA
POTEC,NA,NA
POTEC,NA,NA
POTEC,NA,NA
POTEC,NA,NA
POTEC,NA,NA
ANKRD30B,NA,NA
AP005242.1,NA,NA
RP11-805F19.1,NA,NA
ROCK1,ROCK1,Rock1
RP11-699A5.2,NA,NA
GREB1L,GREB1L,Greb1l
ESCO1,ESCO1,Esco1
SNRPD1,SNRPD1,Snrpd1
ABHD3,ABHD3,Abhd3
MIB1,MIB1,Mib1
MIR133A1HG,NA,NA
RP11-595B24.1,NA,NA
RP11-595B24.2,NA,NA
GATA6-AS1,NA,NA
GATA6,GATA6,Gata6
RP11-627G18.2,NA,NA
RP11-627G18.1,NA,NA
RP11-627G18.4,NA,NA
RP11-535A5.1,NA,NA
CTAGE1,Mia2,NA
CTAGE1,NA,NA
RP11-739L10.1,NA,NA
RP11-370A5.1,NA,NA
RBBP8,RBBP8,Rbbp8
CABLES1,CABLES1,Cables1
TMEM241,TMEM241,Tmem241
RP11-17J14.2,NA,NA
RIOK3,RIOK3,Riok3
C18orf8,NA,NA
NPC1,NPC1,Npc1
ANKRD29,ANKRD29,Ankrd29
LAMA3,LAMA3,Lama3
RP11-403A21.1,NA,NA
TTC39C,TTC39C,Ttc39c
TTC39C-AS1,NA,NA
CABYR,CABYR,Cabyr
RP11-799B12.4,NA,NA
OSBPL1A,OSBPL1A,Osbpl1a
RP11-621L6.2,NA,NA
IMPACT,Impact,NA
IMPACT,Impact,NA
HRH4,HRH4,Hrh4
RP11-449D8.1,NA,NA
ZNF521,ZNF521,Zfp521
SS18,SS18,Ss18
PSMA8,PSMA8,Psma8
TAF4B,TAF4B,Taf4b
KCTD1,KCTD1,Kctd1
AQP4-AS1,NA,NA
PCAT18,NA,NA
RP11-17A19.2,NA,NA
AQP4,AQP4,Aqp4
CHST9,CHST9,Chst9
RP11-739N10.1,NA,NA
CDH2,CDH2,Cdh2
DSC3,DSC3,Dsc3
DSC2,DSC2,Dsc2
DSCAS,NA,NA
DSC1,DSC1,Dsc1
RP11-408H20.3,NA,NA
DSG4,DSG4,Dsg4
DSG3,DSG3,Dsg3
RP11-650P15.1,NA,NA
DSG2,DSG2,Dsg2
DSG2-AS1,NA,NA
TTR,TTR,Ttr
B4GALT6,B4GALT6,B4galt6
RP11-549B18.1,NA,NA
SLC25A52,SLC25A52,Slc25a51
TRAPPC8,TRAPPC8,Trappc8
RP11-210K20.2,NA,NA
RP11-326K13.4,NA,NA
RNF125,RNF125,Rnf125
RP11-53I6.3,NA,NA
RNF138,RNF138,Rnf138
RP11-53I6.4,NA,NA
GAREM1,GAREM1,Garem1
MEP1B,MEP1B,Mep1b
RP11-344B2.2,NA,NA
AC021224.1,NA,NA
KLHL14,KLHL14,Klhl14
AC012123.1,NA,NA
CCDC178,CCDC178,Ccdc178
RP11-258B16.1,NA,NA
ASXL3,ASXL3,Asxl3
NOL4,NOL4,Nol4
RP11-379L18.1,NA,NA
RP11-379L18.3,NA,NA
DTNA,DTNA,Dtna
RP11-138H11.1,NA,NA
RP11-96A15.1,NA,NA
MAPRE2,MAPRE2,Mapre2
RP11-294N21.3,NA,NA
ZNF397,ZNF397,Zfp397
ZSCAN30,ZSCAN30,NA
RP11-158H5.8,NA,NA
RP11-158H5.7,NA,NA
RP11-54G14.1,NA,NA
ZNF24,ZNF24,Zfp24
ZNF396,NA,NA
RP11-322E11.2,NA,NA
RP11-322E11.5,NA,NA
RP11-322E11.6,NA,NA
INO80C,INO80C,Ino80c
GALNT1,GALNT1,Galnt1
RP11-873E20.1,NA,NA
RP11-905K4.1,NA,NA
C18orf21,C18H18orf21,2700062C07Rik
RPRD1A,RPRD1A,Rprd1a
SLC39A6,SLC39A6,Slc39a6
ELP2,ELP2,Elp2
RP11-49I11.1,NA,NA
MOCOS,MOCOS,Mocos
FHOD3,FHOD3,Fhod3
TPGS2,TPGS2,Tpgs2
KIAA1328,KIAA1328,AW554918
RP11-58G13.1,NA,NA
RP11-95O2.1,NA,NA
CELF4,CELF4,Celf4
RP11-95O2.5,NA,NA
RP11-244M2.1,NA,NA
RP11-636O21.1,NA,NA
KC6,NA,NA
PIK3C3,PIK3C3,Pik3c3
LINC00907,NA,NA
RIT2,RIT2,Rit2
SYT4,SYT4,Syt4
RP11-456K23.1,NA,NA
SETBP1,SETBP1,Setbp1
SLC14A2,SLC14A2,Slc14a2
SLC14A2-AS1,NA,NA
SLC14A2-AS1,NA,NA
RP11-116O18.3,NA,NA
SLC14A1,SLC14A1,Slc14a1
SIGLEC15,SIGLEC15,Siglec15
EPG5,EPG5,Epg5
PSTPIP2,PSTPIP2,Pstpip2
ATP5A1,NA,NA
HAUS1,HAUS1,Haus1
C18orf25,C18H18orf25,8030462N17Rik
RNF165,RNF165,Rnf165
LOXHD1,LOXHD1,Loxhd1
ST8SIA5,ST8SIA5,St8sia5
RP11-687F6.5,NA,NA
PIAS2,PIAS2,Pias2
KATNAL2,KATNAL2,Katnal2
TCEB3C,NA,NA
RP11-49K24.4,NA,NA
RP11-49K24.8,NA,NA
HDHD2,HDHD2,Hdhd2
IER3IP1,IER3IP1,NA
SMAD2,SMAD2,Smad2
ZBTB7C,ZBTB7C,Zbtb7c
CTIF,CTIF,Ctif
CTIF,NA,NA
RP11-484L8.1,NA,NA
SMAD7,SMAD7,Smad7
RP11-15F12.1,NA,NA
DYM,DYM,Dym
RP11-15F12.3,NA,NA
C18orf32,BC031181,NA
RPL17-C18orf32,NA,NA
MIR1539,NA,NA
RPL17,NA,NA
LIPG,LIPG,Lipg
ACAA2,ACAA2,Acaa2
SNHG22,NA,NA
MYO5B,MYO5B,Myo5b
CFAP53,NA,NA
MBD1,MBD1,Mbd1
CXXC1,CXXC1,Cxxc1
RP11-1030E3.1,NA,NA
SKA1,NA,NA
SKA1,SKA1,Ska1
MAPK4,NA,NA
MAPK4,MAPK4,Mapk4
MRO,MRO,Mro
ME2,ME2,Me2
ELAC1,ELAC1,Elac1
RP11-729L2.2,NA,NA
SMAD4,SMAD4,Smad4
MEX3C,MEX3C,Mex3c
RP11-267C16.1,NA,NA
DCC,DCC,Dcc
RP11-202D1.2,NA,NA
MBD2,MBD2,Mbd2
RP11-850A17.1,NA,NA
POLI,POLI,Poli
STARD6,STARD6,Stard6
C18orf54,C18H18orf54,4930503L19Rik
DYNAP,DYNAP,NA
RAB27B,RAB27B,Rab27b
RP11-99A1.2,NA,NA
RP11-839G9.1,NA,NA
CCDC68,CCDC68,Ccdc68
CTD-2171N6.1,NA,NA
TCF4,TCF4,Tcf4
TCF4-AS1,NA,NA
TCF4-AS2,NA,NA
RP11-397A16.1,NA,NA
LINC01415,NA,NA
CTD-2008L17.2,NA,NA
RP11-456O19.2,NA,NA
LINC01539,NA,NA
TXNL1,TXNL1,Txnl1
WDR7,WDR7,Wdr7
LINC-ROR,NA,NA
BOD1L2,Bod1,NA
ST8SIA3,ST8SIA3,St8sia3
RP11-714M23.2,NA,NA
ONECUT2,ONECUT2,Onecut2
FECH,FECH,Fech
RP11-706P11.2,NA,NA
"NARS",NA,NA
RP11-35G9.3,NA,NA
RP11-35G9.5,NA,NA
ATP8B1,ATP8B1,Atp8b1
RP11-693L9.2,NA,NA
NEDD4L,NEDD4L,Nedd4l
RP11-718I15.1,NA,NA
RP11-1151B14.3,NA,NA
ALPK2,ALPK2,Alpk2
RP11-1151B14.4,NA,NA
RP11-126O1.5,NA,NA
MALT1,MALT1,Malt1
RP11-126O1.4,NA,NA
RP11-108P20.3,NA,NA
ZNF532,ZNF532,Zfp532
SEC11C,SEC11C,Sec11c
GRP,GRP,Grp
RAX,RAX,Rax
CPLX4,CPLX4,Cplx4
LMAN1,LMAN1,Lman1
CCBE1,CCBE1,Ccbe1
RP11-2N1.2,NA,NA
RP11-2N1.3,NA,NA
PMAIP1,Pmaip1,NA
RP11-866E20.3,NA,NA
RP11-795H16.3,NA,NA
RP11-396N11.1,NA,NA
MC4R,MC4R,Mc4r
RP11-325K19.1,NA,NA
CDH20,CDH20,Cdh20
RP11-879F14.3,NA,NA
RP11-879F14.2,NA,NA
RP11-879F14.1,NA,NA
LINC01544,NA,NA
RNF152,RNF152,Rnf152
PIGN,PIGN,Pign
KIAA1468,NA,NA
RP11-173A16.1,NA,NA
TNFRSF11A,TNFRSF11A,Tnfrsf11a
RP11-640A1.3,NA,NA
ZCCHC2,ZCCHC2,Zcchc2
RP11-120K19.4,NA,NA
PHLPP1,PHLPP1,Phlpp1
BCL2,BCL2,Bcl2
KDSR,KDSR,Kdsr
RP11-635N19.1,NA,NA
VPS4B,VPS4B,Vps4b
SERPINB5,SERPINB5,Serpinb5
SERPINB4,Serpinb3c,NA
SERPINB4,Serpinb3b,NA
SERPINB4,Serpinb3d,NA
SERPINB4,Serpinb3a,NA
SERPINB4,Serpinb3c,NA
SERPINB4,Serpinb3b,NA
SERPINB4,Serpinb3d,NA
SERPINB4,Serpinb3a,NA
SERPINB3,Serpinb3c,NA
SERPINB3,Serpinb3b,NA
SERPINB3,Serpinb3d,NA
SERPINB3,Serpinb3a,NA
SERPINB3,Serpinb3c,NA
SERPINB3,Serpinb3b,NA
SERPINB3,Serpinb3d,NA
SERPINB3,Serpinb3a,NA
SERPINB7,SERPINB7,Serpinb7
SERPINB2,SERPINB2,Serpinb2
SERPINB10,SERPINB10,Serpinb10
HMSD,NA,NA
SERPINB8,SERPINB8,Serpinb8
LINC00305,NA,NA
RP11-146N18.1,NA,NA
CDH7,CDH7,Cdh7
CDH19,CDH19,Cdh19
CTD-2541J13.1,NA,NA
DSEL,NA,NA
DSEL,DSEL,Dsel
CTD-2541J13.2,NA,NA
RP11-638L3.1,NA,NA
TMX3,TMX3,Tmx3
CCDC102B,CCDC102B,NA
RP11-106E15.1,NA,NA
RP11-674P19.2,NA,NA
RP11-17E3.1,NA,NA
DOK6,DOK6,Dok6
RP11-543H23.2,NA,NA
CD226,CD226,Cd226
RTTN,RTTN,Rttn
SOCS6,SOCS6,Socs6
RP11-41O4.1,NA,NA
RP11-484N16.1,NA,NA
RP11-41O4.2,NA,NA
GTSCR1,NA,NA
RP11-723G8.2,NA,NA
RP11-736G13.1,NA,NA
CBLN2,CBLN2,Cbln2
NETO1,NETO1,Neto1
RP11-676J15.1,NA,NA
RP11-126K15.1,NA,NA
RP11-25L3.3,NA,NA
FBXO15,FBXO15,Fbxo15
TIMM21,TIMM21,Timm21
RP11-669I1.1,NA,NA
CYB5A,CYB5A,Cyb5a
RP11-231E4.2,NA,NA
FAM69C,NA,NA
CNDP2,Cndp2,NA
CNDP1,CNDP1,Cndp1
RP11-231E4.3,NA,NA
LINC00909,NA,NA
ZNF407,ZNF407,Zfp407
RP11-405M12.3,NA,NA
RP11-405M12.4,NA,NA
ZADH2,NA,NA
TSHZ1,TSHZ1,Tshz1
RP11-321M21.4,NA,NA
RP11-704C2.1,NA,NA
RP11-94B19.7,NA,NA
RP11-94B19.3,NA,NA
ZNF516,ZNF516,Zfp516
RP11-504I13.3,NA,NA
RP11-17M16.2,NA,NA
C18orf65,NA,NA
LINC00908,NA,NA
LINC00683,NA,NA
RP11-111H3.3,NA,NA
AC034110.1,NA,NA
RP11-162A12.2,NA,NA
RP11-162A12.4,NA,NA
ZNF236,ZNF236,Zfp236
RP11-862L9.3,NA,NA
MBP,MBP,Mbp
RP11-4B16.3,NA,NA
RP11-4B16.4,NA,NA
GALR1,GALR1,Galr1
RP11-176N18.2,NA,NA
RP11-849I19.1,NA,NA
ATP9B,NA,NA
ATP9B,NA,NA
ATP9B,ATP9B,Atp9b
RP11-1136J12.1,NA,NA
NFATC1,NFATC1,Nfatc1
RP11-567M16.3,NA,NA
RP11-567M16.6,NA,NA
CTDP1,NA,NA
CTDP1,CTDP1,Ctdp1
RP11-567M16.5,NA,NA
RP11-154H12.3,NA,NA
KCNG2,KCNG2,Kcng2
RP11-248M19.1,NA,NA
PQLC1,NA,NA
HSBP1L1,HSBP1L1,Hsbp1l1
TXNL4A,TXNL4A,Txnl4a
RP11-795F19.5,NA,NA
RBFA,RBFA,Rbfa
RP11-795F19.1,NA,NA
ADNP2,ADNP2,Adnp2
PARD6G-AS1,NA,NA
PARD6G,PARD6G,Pard6g
AC139100.3,NA,NA
RP5-1103G7.10,NA,NA
C20orf96,C10H20orf96,6820408C15Rik
ZCCHC3,ZCCHC3,Zcchc3
NRSN2-AS1,NA,NA
SOX12,Sox12,NA
NRSN2,NRSN2,Nrsn2
TRIB3,TRIB3,Trib3
RBCK1,RBCK1,Rbck1
TBC1D20,TBC1D20,Tbc1d20
CSNK2A1,Csnk2a1,NA
TCF15,TCF15,Tcf15
SRXN1,SRXN1,Srxn1
SCRT2,SCRT2,Scrt2
SLC52A3,SLC52A3,Slc52a3
FAM110A,FAM110A,Fam110a
ANGPT4,ANGPT4,Angpt4
RSPO4,RSPO4,Rspo4
PSMF1,PSMF1,Psmf1
RP4-545L17.11,NA,NA
TMEM74B,TMEM74B,Tmem74b
C20orf202,C10H20orf202,Tmem74bos
RAD21L1,RAD21L1,Rad21l
SNPH,SNPH,Snph
SDCBP2,SDCBP2,Sdcbp2
RP11-314N13.10,NA,NA
SDCBP2-AS1,NA,NA
RP11-314N13.3,NA,NA
FKBP1A,FKBP1A,Fkbp1a
NSFL1C,NSFL1C,Nsfl1c
SIRPB2,SIRPB2,NA
SIRPB1,Sirpb1b,NA
SIRPB1,Sirpb1c,NA
SIRPB1,Gm5150,NA
SIRPB1,Gm9733,NA
SIRPB1,Sirpa,NA
SIRPB1,Sirpb1a,NA
SIRPB1,Sirpb1b,NA
SIRPB1,Sirpb1c,NA
SIRPB1,Gm5150,NA
